ID,Class
368,democrat
15,democrat
94,republican
107,republican
285,republican
53,democrat
138,democrat
265,republican
419,democrat
226,republican
359,republican
353,republican
162,republican
40,democrat
81,democrat
427,democrat
320,democrat
193,democrat
91,democrat
200,democrat
44,democrat
299,democrat
119,democrat
411,republican
334,democrat
2,democrat
117,democrat
404,republican
346,republican
150,republican
82,republican
259,republican
8,republican
46,democrat
160,democrat
227,republican
272,republican
358,democrat
319,democrat
71,democrat
268,democrat
428,democrat
312,democrat
254,republican
124,republican
177,democrat
409,democrat
96,republican
176,republican
332,democrat
13,democrat
98,democrat
417,democrat
360,republican
166,republican
394,democrat
399,democrat
431,republican
28,republican
288,democrat
154,democrat
95,democrat
352,democrat
309,republican
25,republican
328,republican
228,democrat
212,republican
159,republican
256,republican
386,democrat
323,democrat
433,democrat
337,republican
223,republican
418,democrat
374,democrat
412,republican
414,republican
376,republican
271,democrat
213,democrat
122,democrat
245,republican
277,republican
390,democrat
185,democrat
392,republican
398,democrat
123,democrat
348,republican
49,republican
31,republican
326,democrat
136,democrat
327,republican
295,republican
58,democrat
261,democrat
188,democrat
389,democrat
142,republican
222,democrat
111,republican
235,republican
380,republican
357,republican
234,republican
6,republican
156,democrat
179,republican
384,democrat
303,democrat
137,democrat
140,republican
370,democrat
132,republican
217,republican
52,republican
248,republican
361,democrat
300,republican
362,republican
229,democrat
146,democrat
400,republican
47,republican
26,republican
203,democrat
296,democrat
247,democrat
65,democrat
51,democrat
201,republican
216,republican
37,democrat
395,republican
237,republican
330,republican
100,republican
61,democrat
196,republican
410,democrat
331,republican
127,republican
365,republican
373,democrat
305,republican
413,republican
434,democrat
302,democrat
192,democrat
1,democrat
336,republican
36,republican
293,democrat
167,democrat
143,republican
88,republican
144,republican
371,democrat
316,democrat
425,democrat
7,republican
99,republican
181,democrat
157,democrat
199,republican
278,republican
423,republican
283,democrat
396,democrat
170,democrat
344,democrat
173,republican
269,republican
22,democrat
34,republican
130,republican
403,republican
335,democrat
264,democrat
282,democrat
35,republican
115,republican
406,democrat
219,democrat
105,republican
207,republican
197,republican
84,democrat
243,democrat
38,democrat
329,democrat
97,republican
43,democrat
155,democrat
172,republican
354,democrat
286,republican
318,democrat
294,democrat
257,democrat
16,republican
175,republican
347,democrat
77,democrat
225,republican
236,republican
325,republican
141,democrat
356,democrat
408,democrat
187,democrat
377,republican
54,democrat
103,democrat
